2024-05-07 08:58:59.508 | DEBUG    | __main__:<module>:7 - This is a debug message.
2024-05-07 12:30:23.437 | INFO     | __main__:<module>:22 - Start translate to lang=zh,format=Markdown
2024-05-07 12:31:09.235 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 12:31:09.237 | INFO     | __main__:<module>:23 - Start translate to lang=zh,format=Markdown
2024-05-07 12:32:06.227 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 12:32:06.230 | INFO     | __main__:<module>:23 - Start translate to lang=zh,format=Markdown
2024-05-07 12:32:52.072 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 12:32:52.074 | INFO     | __main__:<module>:23 - Start translate to lang=zh,format=Markdown
2024-05-07 12:33:31.455 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 12:33:31.458 | INFO     | __main__:<module>:23 - Start translate to lang=zh,format=Markdown
2024-05-07 12:37:36.791 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 12:38:27.000 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 12:38:27.003 | INFO     | __main__:<module>:23 - Start translate to lang=zh,format=Markdown
2024-05-07 12:38:30.693 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 12:38:30.695 | INFO     | __main__:<module>:23 - Start translate to lang=zh,format=Markdown
2024-05-07 12:40:11.589 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 12:40:11.592 | INFO     | __main__:<module>:23 - Start translate to lang=zh,format=Markdown
2024-05-07 12:40:54.675 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 12:40:54.678 | DEBUG    | translator.parser:__init__:17 - PDF Parser init
2024-05-07 12:40:54.679 | INFO     | __main__:<module>:23 - Start translate to lang=zh,format=Markdown
2024-05-07 12:44:16.054 | INFO     | __main__:<module>:12 - Init args.
2024-05-07 12:44:16.056 | DEBUG    | translator.parser:__init__:17 - PDF Parser init
2024-05-07 12:44:16.057 | DEBUG    | translator.parser:parse:20 - Parsing file: test/test.pdf
2024-05-07 12:45:53.226 | INFO     | __main__:<module>:12 - Init args.
2024-05-07 12:45:53.241 | DEBUG    | translator.parser:__init__:17 - PDF Parser init
2024-05-07 12:45:53.241 | DEBUG    | translator.parser:parse:20 - Parsing file: test/test.pdf
2024-05-07 12:45:53.242 | DEBUG    | translator.translator:__init__:8 - translator init
2024-05-07 12:45:53.243 | INFO     | __main__:<module>:27 - Start translate to lang=zh,format=Markdown
2024-05-07 12:49:49.330 | INFO     | __main__:<module>:12 - Init args.
2024-05-07 12:49:49.334 | DEBUG    | translator.parser:__init__:17 - PDF Parser init
2024-05-07 12:49:49.334 | DEBUG    | translator.parser:parse:22 - Parsing file: test/test.pdf
2024-05-07 12:49:49.335 | DEBUG    | translator.translator:__init__:8 - translator init,parser=PDF Parser,model=OpenAIModel
2024-05-07 12:49:49.336 | INFO     | __main__:<module>:27 - Start translate to lang=zh,format=Markdown
2024-05-07 12:50:31.720 | INFO     | __main__:<module>:12 - Init args.
2024-05-07 12:50:31.722 | DEBUG    | translator.parser:__init__:17 - PDF Parser init
2024-05-07 12:50:31.722 | DEBUG    | translator.parser:parse:22 - Parsing file: test/test.pdf
2024-05-07 12:50:31.722 | DEBUG    | translator.translator:__init__:8 - translator init, parser='PDF Parser', model='OpenAIModel'
2024-05-07 12:50:31.723 | INFO     | __main__:<module>:27 - Start translate to lang=zh,format=Markdown
2024-05-07 12:50:58.563 | INFO     | __main__:<module>:12 - Init args.
2024-05-07 12:50:58.565 | DEBUG    | translator.parser:__init__:17 - PDF Parser init
2024-05-07 12:50:58.565 | DEBUG    | translator.parser:parse:22 - Parsing file: test/test.pdf
2024-05-07 12:50:58.565 | INFO     | translator.translator:__init__:8 - translator init, parser='PDF Parser', model='OpenAIModel'
2024-05-07 12:50:58.565 | INFO     | __main__:<module>:27 - Start translate to lang=zh,format=Markdown
2024-05-07 12:52:05.512 | INFO     | __main__:<module>:12 - Init args.
2024-05-07 12:52:05.514 | DEBUG    | translator.parser:__init__:17 - PDF Parser init
2024-05-07 12:52:05.514 | INFO     | translator.parser:parse:22 - Parsing file: test/test.pdf
2024-05-07 12:52:05.514 | INFO     | translator.translator:__init__:8 - translator init, parser='PDF Parser', model='OpenAIModel'
2024-05-07 12:52:05.515 | INFO     | __main__:<module>:27 - Start translate to lang=zh,format=Markdown
2024-05-07 12:59:12.086 | INFO     | __main__:<module>:11 - Init args.
2024-05-07 12:59:12.089 | INFO     | translator.translator:__init__:9 - translator init, model='OpenAIModel'
2024-05-07 12:59:12.089 | INFO     | __main__:<module>:22 - Start translate to lang=zh,format=Markdown
2024-05-07 13:00:17.493 | INFO     | __main__:<module>:11 - Init args.
2024-05-07 13:00:17.497 | INFO     | translator.translator:__init__:9 - translator init, model='OpenAIModel'
2024-05-07 13:00:17.497 | INFO     | __main__:<module>:22 - Start translate to lang=zh,format=Markdown
2024-05-07 13:02:13.830 | INFO     | __main__:<module>:11 - Init args.
2024-05-07 13:02:13.832 | INFO     | translator.translator:__init__:9 - translator init, model='OpenAIModel'
2024-05-07 13:02:13.832 | INFO     | __main__:<module>:22 - Start translate to lang=zh,format=Markdown
2024-05-07 13:02:13.833 | INFO     | translator.translator:translate:12 - translate file='test/test.pdf'
2024-05-07 13:02:13.833 | DEBUG    | translator.parser:__init__:17 - PDF Parser init
2024-05-07 13:08:50.477 | INFO     | __main__:<module>:11 - Init args.
2024-05-07 13:08:50.480 | INFO     | translator.translator:__init__:9 - translator init
2024-05-07 13:08:50.480 | INFO     | __main__:<module>:22 - Start translate to lang=zh,format=Markdown
2024-05-07 13:08:50.481 | INFO     | translator.translator:translate:12 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 13:08:50.482 | DEBUG    | translator.parser:__init__:17 - PDF Parser init
2024-05-07 14:46:23.497 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 14:46:23.499 | INFO     | translator.translator:__init__:9 - translator init
2024-05-07 14:46:23.499 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 14:46:23.500 | INFO     | translator.translator:translate:12 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 14:46:23.500 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 14:47:39.088 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 14:47:39.090 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 14:47:39.091 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 14:47:39.091 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 14:47:39.091 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 14:47:39.092 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 14:54:10.761 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 14:54:10.763 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 14:54:10.764 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 14:54:10.764 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 14:54:10.765 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 14:54:10.765 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 14:54:58.315 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 14:54:58.317 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 14:54:58.318 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 14:54:58.318 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 14:54:58.318 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 14:54:58.318 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 14:55:22.071 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 14:55:22.073 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 14:55:22.074 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 14:55:22.074 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 14:55:22.074 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 14:55:22.074 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 14:55:37.564 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 14:55:37.566 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 14:55:37.567 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 14:55:37.567 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 14:55:37.567 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 14:55:37.568 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 15:20:21.445 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 15:20:21.447 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 15:20:21.447 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 15:20:21.447 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 15:20:21.448 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 15:20:21.448 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 15:22:06.480 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 15:22:06.484 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 15:22:06.484 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 15:22:06.485 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 15:22:06.485 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 15:22:06.485 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 15:22:24.121 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 15:22:24.123 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 15:22:24.123 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 15:22:24.123 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 15:22:24.124 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 15:22:24.124 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 15:23:48.404 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 15:23:48.407 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 15:23:48.407 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 15:23:48.408 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 15:23:48.409 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 15:23:48.410 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 15:50:05.710 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 15:50:05.712 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 15:50:05.713 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 15:50:05.713 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 15:50:05.714 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 15:50:05.714 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 15:51:05.444 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 15:51:05.446 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 15:51:05.446 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 15:51:05.446 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 15:51:05.446 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 15:51:05.447 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 15:56:35.481 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 15:56:35.484 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 15:56:35.484 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 15:56:35.484 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 15:56:35.484 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 15:56:35.485 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 15:56:35.644 | DEBUG    | translator.parser:parse:55 - Added content: Test Data
This dataset contains two test samples provided by ChatGPT, an AI language model by OpenAI.
These samples include a markdown table and an English text passage, which can be used to test an
English-to-Chinese translation software supporting both text and table formats.
Text testing
The quick brown fox jumps over the lazy dog. This pangram contains every letter of the English
alphabet at least once. Pangrams are often used to test fonts, keyboards, and other text-related
tools. In addition to English, there are pangrams in many other languages. Some pangrams are more
difficult to construct due to the unique characteristics of the language.
Table Testing
2024-05-07 16:16:40.796 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 16:16:40.799 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 16:16:40.800 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 16:16:40.801 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 16:16:40.801 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 16:16:40.802 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 16:16:40.991 | DEBUG    | translator.parser:parse:55 - [raw_txt]: Test Data
This dataset contains two test samples provided by ChatGPT, an AI language model by OpenAI.
These samples include a markdown table and an English text passage, which can be used to test an
English-to-Chinese translation software supporting both text and table formats.
Text testing
The quick brown fox jumps over the lazy dog. This pangram contains every letter of the English
alphabet at least once. Pangrams are often used to test fonts, keyboards, and other text-related
tools. In addition to English, there are pangrams in many other languages. Some pangrams are more
difficult to construct due to the unique characteristics of the language.
Table Testing
2024-05-07 16:18:41.036 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 16:18:41.039 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 16:18:41.039 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 16:18:41.039 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 16:18:41.039 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 16:18:41.040 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 16:18:41.203 | DEBUG    | translator.parser:parse:55 - [raw_txt]: Test Data
This dataset contains two test samples provided by ChatGPT, an AI language model by OpenAI.
These samples include a markdown table and an English text passage, which can be used to test an
English-to-Chinese translation software supporting both text and table formats.
Text testing
The quick brown fox jumps over the lazy dog. This pangram contains every letter of the English
alphabet at least once. Pangrams are often used to test fonts, keyboards, and other text-related
tools. In addition to English, there are pangrams in many other languages. Some pangrams are more
difficult to construct due to the unique characteristics of the language.
Table Testing
2024-05-07 16:20:18.543 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 16:20:18.545 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 16:20:18.546 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 16:20:18.546 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 16:20:18.546 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 16:20:18.546 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 16:20:18.718 | DEBUG    | translator.parser:parse:55 - [raw_txt]: Test Data
This dataset contains two test samples provided by ChatGPT, an AI language model by OpenAI.
These samples include a markdown table and an English text passage, which can be used to test an
English-to-Chinese translation software supporting both text and table formats.
Text testing
The quick brown fox jumps over the lazy dog. This pangram contains every letter of the English
alphabet at least once. Pangrams are often used to test fonts, keyboards, and other text-related
tools. In addition to English, there are pangrams in many other languages. Some pangrams are more
difficult to construct due to the unique characteristics of the language.
Table Testing
2024-05-07 16:20:18.723 | DEBUG    | book.content:__init__:43 - 1,1
2024-05-07 16:21:06.476 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 16:21:06.478 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 16:21:06.478 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 16:21:06.478 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 16:21:06.479 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 16:21:06.479 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 16:21:06.639 | DEBUG    | translator.parser:parse:55 - [raw_txt]: Test Data
This dataset contains two test samples provided by ChatGPT, an AI language model by OpenAI.
These samples include a markdown table and an English text passage, which can be used to test an
English-to-Chinese translation software supporting both text and table formats.
Text testing
The quick brown fox jumps over the lazy dog. This pangram contains every letter of the English
alphabet at least once. Pangrams are often used to test fonts, keyboards, and other text-related
tools. In addition to English, there are pangrams in many other languages. Some pangrams are more
difficult to construct due to the unique characteristics of the language.
Table Testing
2024-05-07 16:21:06.640 | DEBUG    | book.content:__init__:43 - 1,1
2024-05-07 16:21:06.640 | DEBUG    | book.content:__init__:44 - col: 9,9
2024-05-07 16:21:54.585 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 16:21:54.587 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 16:21:54.588 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 16:21:54.588 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 16:21:54.588 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 16:21:54.588 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 16:21:54.752 | DEBUG    | translator.parser:parse:55 - [raw_txt]: Test Data
This dataset contains two test samples provided by ChatGPT, an AI language model by OpenAI.
These samples include a markdown table and an English text passage, which can be used to test an
English-to-Chinese translation software supporting both text and table formats.
Text testing
The quick brown fox jumps over the lazy dog. This pangram contains every letter of the English
alphabet at least once. Pangrams are often used to test fonts, keyboards, and other text-related
tools. In addition to English, there are pangrams in many other languages. Some pangrams are more
difficult to construct due to the unique characteristics of the language.
Table Testing
2024-05-07 16:21:54.756 | DEBUG    | book.content:__init__:43 - 1,1
2024-05-07 16:21:54.757 | DEBUG    | book.content:__init__:44 - col: 9,9
2024-05-07 16:21:54.765 | DEBUG    | translator.parser:parse:60 - [table]:                              0                   1                       2                       3                        4                        5                    6                      7                      8
0  [Fruit, Color, Price (USD)]  [Apple, Red, 1.20]  [Banana, Yellow, 0.50]  [Orange, Orange, 0.80]  [Strawberry, Red, 2.50]  [Blueberry, Blue, 3.00]  [Kiwi, Green, 1.00]  [Mango, Orange, 1.50]  [Grape, Purple, 2.00]
2024-05-07 16:24:47.187 | INFO     | __main__:<module>:10 - Init args.
2024-05-07 16:24:47.189 | INFO     | translator.translator:__init__:10 - translator init
2024-05-07 16:24:47.190 | INFO     | __main__:<module>:21 - Start translate to lang=zh,format=Markdown
2024-05-07 16:24:47.190 | INFO     | translator.translator:translate:13 - translate file='test/test.pdf, model='OpenAIModel'
2024-05-07 16:24:47.190 | DEBUG    | translator.parser:__init__:21 - PDF Parser init
2024-05-07 16:24:47.190 | INFO     | translator.parser:parse:27 - Parsing file: test/test.pdf
2024-05-07 16:24:47.354 | DEBUG    | translator.parser:parse:55 - [raw_txt]: Test Data
This dataset contains two test samples provided by ChatGPT, an AI language model by OpenAI.
These samples include a markdown table and an English text passage, which can be used to test an
English-to-Chinese translation software supporting both text and table formats.
Text testing
The quick brown fox jumps over the lazy dog. This pangram contains every letter of the English
alphabet at least once. Pangrams are often used to test fonts, keyboards, and other text-related
tools. In addition to English, there are pangrams in many other languages. Some pangrams are more
difficult to construct due to the unique characteristics of the language.
Table Testing
2024-05-07 16:24:47.364 | DEBUG    | translator.parser:parse:60 - [table]:
                             0                   1                       2                       3                        4                        5                    6                      7                      8
0  [Fruit, Color, Price (USD)]  [Apple, Red, 1.20]  [Banana, Yellow, 0.50]  [Orange, Orange, 0.80]  [Strawberry, Red, 2.50]  [Blueberry, Blue, 3.00]  [Kiwi, Green, 1.00]  [Mango, Orange, 1.50]  [Grape, Purple, 2.00]
